noc,expertise,skills,knowledge
NOC 1454,"['Establish contact for interview by telephone or in person', 'Conduct interview following the outlines of questionnaires and survey', 'Record answer on paper or enter directly into computer database', 'Follow computer-assisted interview modules', 'Check information gathered for completeness and accuracy', 'Code information collected and enter data into databases', 'Conduct routine statistical analysis of the data', 'Compile interview and other data into reports and lists', 'Perform general office duties']","['Analysis : Analyzing Information', 'Communication : Interviewing', 'Information Handling : Processing Information']","['Business, Finance and Management : Clerical', 'Mathematics and Science : Statistics']"
NOC 7301,"['Supervise workers and projects', 'Co-ordinate and schedule activities', 'Train or arrange for training', 'Manage own company', 'Recommend personnel actions', 'Ensure health and safety regulations are followed', 'Requisition or order materials, equipment and supplies', 'Establish methods to meet work schedules and co-ordinate work activities with other work units', 'Resolve work problems and recommend measures to improve productivity']","['Service and Care : Protecting and Enforcing', 'Management : Co-ordinating and Organizing', 'Management : Recruiting and Hiring', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Business  Administration', 'Engineering and Technology : Mechanics and Machinery', 'Law and Public Safety : Public Safety and Security']"
NOC 423,"['Direct and advise professional and non-professional staff', 'Administer the programs of non-governmental organizations involved with social issues', 'Establish administrative procedures', 'Manage the operations and activities of social and community centres, correctional facilities and detention centres', 'Plan, administer and control budgets for projects, programs, support services and equipment', 'Plan, organize, direct, control and evaluate the delivery of social and community service programs', 'Participate in policy development by preparing reports and briefs for management committees and working groups', 'Administer programs of membership organizations', 'Represent their respective organizations for the purpose of government liaison and media relations']","['Service and Care : Protecting and Enforcing', 'Management : Leading and Motivating', 'Management : Recruiting and Hiring', 'Management : Strategic Planning', 'Management : Co-ordinating and Organizing', 'Management : Allocating and Controlling Resources', 'Management : Evaluating', 'Management : Supervising', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Advising and Consulting', 'Communication : Negotiating and Adjudicating', 'Communication : Teaching and Training']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Client  Service', 'Business, Finance and Management : Marketing', 'Law and Public Safety : Public Safety and Security', 'Social Sciences and Arts : Sociology and Anthropology', 'Social Sciences and Arts : Psychology']"
NOC 5225,"['Operate mixing, dubbing, editing machinery and equipment', 'Set up, prepare, operate and adjust audio, recording, editing and reproducing equipment to record, edit and reproduce sound input', 'Prepare and operate videotape recording and playback equipment and edit video tape after production', 'Operate audio consoles or computers, tape machines, microphones and sound processing equipment at concerts and live events', 'Operate audio-visual or electronic equipment']","['Working with Technological Equipment and Machinery : Installing and Setting-Up Technical Infrastructure', 'Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Supervising', 'Analysis : Analyzing Information']","['Communications and Transportation : Communications and Media', 'Communications and Transportation : Telecommunications', 'Engineering and Technology : Computer and Information Systems', 'Social Sciences and Arts : Fine and Applied Arts']"
NOC 6232,"['Solicit property sales listings from prospective vendors', 'Establish asking price', 'Conduct open houses for prospective buyers', 'Assist prospective buyers in selecting, visiting and inspecting real estate properties', 'Assist prospective buyers in making offers of purchase on real estate properties', ""Draw up sales agreements for purchaser's and seller's approval"", 'Use real estate software packages', 'Advise clients on market conditions, prices, mortgages, legal requirements and related matters']","['Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Liaising and Networking', 'Communication : Negotiating and Adjudicating', 'Communication : Promoting and Selling', 'Information Handling : Processing Information']","['Business, Finance and Management : Client  Service', 'Business, Finance and Management : Marketing', 'Business, Finance and Management : Sales', 'Law and Public Safety : Public Safety and Security']"
NOC 6221,"['Promote sales to existing clients', 'Identify and solicit potential clients', ""Assess client's needs and resources and recommend the appropriate goods or services"", 'Develop reports and proposals to illustrate benefits from use of good or service', 'Deliver sales presentations', 'Estimate costs of installing and maintaining equipment or service', 'Prepare and administer sales contracts', 'Utilize sales/marketing software packages', 'Conduct sales transactions through Internet-based electronic commerce', ""Provide input into product design where goods or services must be tailored to suit client's needs"", 'Consult with clients after sale to provide ongoing support', ""Train customers' staff in the operation and maintenance of equipment"", 'Resolve product and service related problems', 'Troubleshoot technical problems related to equipment', 'Supervise activities of other technical sales specialists', 'Read and interpret blueprints']","['Working with Technological Equipment and Machinery : Debugging and Reprogramming Technical Systems', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Negotiating and Adjudicating', 'Communication : Professional Communicating', 'Communication : Promoting and Selling', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Client  Service', 'Business, Finance and Management : Marketing', 'Business, Finance and Management : Sales', 'Communications and Transportation : Telecommunications', 'Engineering and Technology : Computer and Information Systems', 'Engineering and Technology : Electricity (Electrical and Electronics)', 'Engineering and Technology : Engineering and Applied Technologies']"
NOC 1212,"['Establish work schedules and procedures', 'Train workers in duties and policies', 'Prepare and submit reports', 'Ensure smooth operation of equipment', 'Resolve work related problems', 'Ensure accuracy of financial transactions', 'Requisition or order materials, equipment and supplies', 'Co-ordinate, assign and review work', 'Arrange for maintenance and repair work', 'Co-ordinate activities with other work units or departments']","['Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Accounting', 'Business, Finance and Management : Clerical', 'Business, Finance and Management : Client  Service']"
NOC 5227,"['Set up and operate mobile camera platforms, microphone booms and lighting equipment', 'Load film reels onto movie theatre projectors', 'Adjust focus, sounds levels and other projector and theatre settings and maintain equipment', 'Assemble, repair, place, build and oversee props', 'Keep detailed notes of all actions, positions and camera angles, and photograph and date scenes', 'Rig, place, move and dismantle sets, backdrops, scenery and other stage equipment', 'Clean, maintain, transport and store costumes', 'Assist performers to dress in costumes', 'Arrange travel, related itineraries and make reservations', 'Set up, assemble, adjust, maintain and replace reels and projector equipment', 'Arrange schedules', 'Change and install an electronic control panel using automated equipment', 'Detect and repair mechanical and electrical problems', 'Set up equipment']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Building : Constructing', 'Analysis : Analyzing Information', 'Information Handling : Processing Information', 'Handling Goods and Materials : Loading and Unloading', 'Creative Expression : Designing']","['Communications and Transportation : Communications and Media', 'Engineering and Technology : Design', 'Social Sciences and Arts : Fine and Applied Arts']"
NOC 1415,"['Process classification, staffing and other personnel documents', 'Manage personnel information database', 'Prepare staff relations information', 'Disseminate health and safety information', 'Arrange for in house and external staff training', 'Respond to enquiries regarding personnel matters', 'Arrange for advertising and posting of job vacancies', 'Screen job applicants', 'Administer and score employment tests', 'Conduct reference checks', 'Prepare reports']","['Service and Care : Serving Others', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Communication : Professional Communicating', 'Information Handling : Processing Information']","['Business, Finance and Management : Clerical', 'Business, Finance and Management : Personnel and Human Resources']"
NOC 1211,"['Train workers in duties and policies', 'Prepare and submit reports', 'Ensure smooth operation of equipment', 'Resolve work related problems', 'Requisition or order materials, equipment and supplies', 'Co-ordinate, assign and review work', 'Establish work schedules and procedures', 'Co-ordinate activities with other work units or departments', 'Arrange for maintenance and repair work']","['Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Clerical', 'Business, Finance and Management : Client  Service']"
NOC 3111,"['Diagnose and treat diseases and physiological or psychiatric disorders', 'Prescribe medication and treatment and refer patients for surgery', 'Order laboratory tests, X-rays and other diagnostic procedures', 'Study the nature, cause and development of diseases and the structural and functional changes caused by diseases', 'Conduct microscopic and chemical analyses of laboratory samples and specimens', 'Supervise laboratory activities', ""Assess patients' diseases or disorders to determine appropriate surgical procedures"", 'Perform and supervise surgical procedures to correct physical abnormalities and deficiencies and repair injuries']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Service and Care : Treating People/Animals', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Examining and Diagnosing', 'Analysis : Projecting Outcomes', 'Analysis : Researching and Investigating', 'Communication : Advising and Consulting', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Client  Service', 'Health Services : Medicine', 'Health Services : Therapy and Counselling', 'Mathematics and Science : Biology', 'Mathematics and Science : Chemistry']"
NOC 4163,"['Develop policies', 'Administer programs to promote industrial and commercial business investment in rural and urban areas', 'Plan development projects', 'Develop venture capital sources', 'Respond to enquiries from members of the business community concerning development opportunities', 'Provide advice on procedures and requirements for government approval of development proposals', 'Conduct surveys and analyze data on the buying habits and preferences of wholesale and retail consumers', 'Develop social and economic profiles of urban and rural areas to encourage industrial and commercial investment', 'Conduct comparative research on marketing strategies for industrial and commercial products', 'Prepare reports, research papers, educational texts or articles', 'Provide consulting services to government and other organizations', 'Conduct analytical marketing studies', 'Conduct social or economic surveys on local, regional, or international areas to assess development of potential and future trends', 'Review and evaluate commercial or industrial development proposals', 'Design market research questionnaires', 'Develop portfolio of marketing materials', 'Evaluate customer service and store environments', 'Design, conduct and analyze quantitative and qualitative research projects', 'Develop feasibility studies', 'Conduct online marketing, E-commerce and Website promotions', 'Maintain database of potential franchisees, real estate locations and on-line buy/sell Internet sites', 'Prepare funding applications', 'Set up corporations', 'Develop marketing strategies', 'Ensure appropriate business/commercial licenses are in place', 'Deliver presentations at conferences, workshops or symposia', 'Develop and implement business plans']","['Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Researching and Investigating', 'Communication : Advising and Consulting', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Information Handling : Managing Information']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Economics', 'Business, Finance and Management : Marketing', 'Mathematics and Science : Statistics']"
NOC 651,"['Establish or implement policies and procedures for staff', 'Plan and control budget and inventory', 'Manage contracts for advertising or marketing strategies', ""Address customers' complaints or concerns"", 'Plan, organize, direct, control and evaluate daily operations']","['Service and Care : Serving Others', 'Management : Allocating and Controlling Resources', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Recruiting and Hiring', 'Management : Strategic Planning', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Communication : Interviewing', 'Communication : Negotiating and Adjudicating', 'Communication : Promoting and Selling', 'Communication : Teaching and Training']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Business Management', 'Business, Finance and Management : Client  Service', 'Business, Finance and Management : Sales']"
NOC 12,"['Represent the organization, or delegate representatives to act on behalf of the organization, in negotiations or other official functions', 'Co-ordinate the work of regions, divisions or departments', 'Advise on policies', 'Recommend, review, evaluate and approve documents, briefs and reports', 'Ensure appropriate systems and procedures are developed and implemented to provide budgetary control', 'Establish objectives for the organization and formulate or approve policies and programs']","['Management : Allocating and Controlling Resources', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Leading and Motivating', 'Management : Strategic Planning', 'Analysis : Analyzing Information', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Liaising and Networking', 'Communication : Negotiating and Adjudicating', 'Communication : Professional Communicating']","['Business, Finance and Management : Business Management', 'Law and Public Safety : Law, Government, and Jurisprudence']"
NOC 4156,"['Interview clients to obtain employment history, educational background and career goals', 'Identify barriers to employment and assist clients with such matters as job readiness skills, job search strategies, writing résumés and preparing for job interviews', 'Advise employers on human resource and other employment-related issues', 'Assess need for assistance such as rehabilitation, financial aid or further training and refer clients to the appropriate services', 'Collect labour market information for clients regarding job openings, entry and skill requirements and other occupational information', 'Provide established workers with information and strategies for dealing with job dissatisfaction, making mid-career changes and adjusting to workplace transitions', 'Provide established workers with information and strategies for maintaining a job or moving within an organization', 'Provide consulting services to community groups and agencies, businesses, industry and other organizations involved in providing community-based career planning support or resources']","['Service and Care : Serving Others', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Communication : Advising and Consulting', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Information Handling : Processing Information']","['Business, Finance and Management : Client  Service', 'Business, Finance and Management : Personnel and Human Resources', 'Education and Training : Teaching and Instruction', 'Health Services : Therapy and Counselling', 'Social Sciences and Arts : Psychology', 'Social Sciences and Arts : Sociology and Anthropology']"
NOC 114,"['Interview, hire and provide training for staff', 'Hire and train or arrange for training of staff', 'Direct and control corporate governance and regulatory compliance procedures within establish', 'Prepare reports and briefs for management committees evaluating administrative services', 'Plan, organize, direct, control and evaluate the operations of a department providing a single administrative service or several administrative services', 'Plan, administer and control budgets for client projects, contracts, equipment and supplies', 'Direct and advise staff engaged in providing records management, security, finance, purchasing, human resources or other administrative services']","['Service and Care : Protecting and Enforcing', 'Management : Allocating and Controlling Resources', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Recruiting and Hiring', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Information Handling : Managing Information']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Finance', 'Business, Finance and Management : Personnel and Human Resources', 'Law and Public Safety : Public Safety and Security']"
NOC 131,"['Establish and implement policies and procedures', 'Assign, co-ordinate and review projects and programs', 'Manage telecommunication traffic supervisors and staff', 'Troubleshoot and resolve technical problems', 'Manage contracts', 'Oversee the preparation of reports', 'Advise senior management', 'Hire, train, direct and motivate staff', 'Plan, organize, direct, control and evaluate daily operations', 'Ensure compliance with telecommunications regulations and directives of government regulatory agencies']","['Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Recruiting and Hiring', 'Management : Strategic Planning', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Interviewing', 'Communication : Liaising and Networking']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Business Management', 'Communications and Transportation : Communications and Media', 'Communications and Transportation : Telecommunications', 'Engineering and Technology : Engineering and Applied Technologies', 'Law and Public Safety : Law, Government, and Jurisprudence']"
NOC 213,"['Establish and implement policies and procedures for information systems', 'Authorize the development of specifications for products or services', 'Assign, co-ordinate and review projects and programs', 'Plan, organize, direct, control and evaluate daily operations', 'Meet with clients to discuss system requirements, specifications, costs and timelines']","['Management : Allocating and Controlling Resources', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Leading and Motivating', 'Management : Recruiting and Hiring', 'Management : Strategic Planning', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Liaising and Networking', 'Communication : Professional Communicating']","['Business, Finance and Management : Business  Administration', 'Communications and Transportation : Telecommunications', 'Engineering and Technology : Computer and Information Systems', 'Engineering and Technology : Engineering and Applied Technologies']"
NOC 111,"['Establish and implement policies and procedures', 'Assign, co-ordinate and review projects and programs', 'Design and manage investment strategies', 'Monitor financial control systems', 'Manage contracts', 'Oversee the collection and analysis of financial data', 'Oversee the preparation of reports', 'Advise senior management', 'Plan, organize, direct, control and evaluate daily operations']","['Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Recruiting and Hiring', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Professional Communicating', 'Communication : Teaching and Training', 'Creative Expression : Writing']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Economics', 'Business, Finance and Management : Finance']"
NOC 2242,"['Install, maintain and repair electronic equipment', 'Inspect and test electronic equipment and assemblies', 'Diagnose and locate circuit, component and equipment faults', 'Adjust, align, replace or repair electronic equipment and assemblies', 'Complete work orders, test and maintenance reports', 'Prepare cost estimates', 'Supervise other electronic equipment service technicians', 'Read blueprints and drawings']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Service and Care : Serving Others', 'Operating and Repairing Equipment, Machinery and Vehicles : Mechanical Installing, Maintaining and Repairing', 'Management : Supervising', 'Analysis : Examining and Diagnosing', 'Analysis : Inspecting and Testing', 'Communication : Advising and Consulting', 'Information Handling : Processing Information']","['Business, Finance and Management : Client  Service', 'Engineering and Technology : Electricity (Electrical and Electronics)']"
NOC 2283,"['Develop and document software testing plans', 'Install software and hardware and configure operating system software in preparation for testing', 'Execute and document results of software application tests and information and telecommunication systems tests', 'Develop and implement software and information system testing policies and procedures']","['Working with Technological Equipment and Machinery : Debugging and Reprogramming Technical Systems', 'Working with Technological Equipment and Machinery : Installing and Setting-Up Technical Infrastructure', 'Analysis : Analyzing Information', 'Analysis : Inspecting and Testing', 'Communication : Professional Communicating', 'Information Handling : Processing Information']","['Communications and Transportation : Telecommunications', 'Engineering and Technology : Computer and Information Systems']"
NOC 6311,"['Supervise and co-ordinate activities of staff who prepare and portion food', 'Estimate and order ingredients and supplies', 'Ensure food service and quality control', 'Maintain records of stock, repairs, sales and wastage', 'Prepare and submit reports', 'Prepare food order summaries for chef', ""Must have knowledge of the establishment's culinary genres"", 'Supervise and check assembly of trays', 'Supervise and check delivery of food trolleys', 'Establish work schedules']","['Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Business  Administration', 'Business, Finance and Management : Client  Service', 'Manufacturing and Production : Food Production and Agriculture', 'Manufacturing and Production : Processing and Production']"
NOC 7233,"['Measure and mark sheet metal according to template', 'Operate metalworking machines to cut, punch, drill, shape or straighten sheet metal', 'Operate laser cutters', 'Grind and buff seams, joints and rough surfaces', 'Inspect products to ensure quality and conformity to specification', 'Operate plasma cutters', 'Develop computerized pattern and layout', 'Cut materials using power tools or by hand', 'Assemble, erect and install hoisting and rigging equipment', 'Install sheet metal products according to specifications and building codes', 'Fit and join sheet metal parts']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Operating and Repairing Equipment, Machinery and Vehicles : Operating Stationary Industrial Equipment', 'Building : Constructing', 'Building : Installing Building Interior Infrastructure', 'Analysis : Analyzing Information', 'Analysis : Inspecting and Testing', 'Handling Goods and Materials : Loading and Unloading', 'Creative Expression : Designing']","['Engineering and Technology : Building and Construction', 'Law and Public Safety : Public Safety and Security', 'Manufacturing and Production : Processing and Production']"
NOC 2282,"['Communicate electronically and in person with computer users experiencing difficulties to determine and document problems experienced', 'Consult user guides, technical manuals and other documents to research and implement solutions', 'Provide advice and training to users in response to identified difficulties', 'Collect, organize and maintain a problems and solutions log for use by other technical support analysts', 'Participate in the redesign of applications and other software', 'Supervise other technical support workers in this group', 'Provide business systems, network and Internet support to users in response to identified difficulties', 'Set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software']","['Working with Technological Equipment and Machinery : Debugging and Reprogramming Technical Systems', 'Analysis : Analyzing Information', 'Analysis : Examining and Diagnosing', 'Communication : Advising and Consulting', 'Communication : Teaching and Training', 'Information Handling : Processing Information']","['Business, Finance and Management : Client  Service', 'Engineering and Technology : Computer and Information Systems']"
NOC 2232,"['Design tools, moulds, jigs and fixtures', 'Estimate costs and materials', 'Prepare and interpret engineering design, drawings and specifications', 'Prepare contracts and tenders', 'Supervise maintenance programs or operation of mechanical plants', 'Test machines and equipment', 'Supervise, monitor and inspect mechanical installations and construction projects', 'Prepare standards and schedules', 'Assist in inspection of mechanical installations and construction', 'Assist in preparing design, drawings and specifications', 'Carry out a limited range of mechanical tests and analyses of machines, components and materials', 'Participate in machinery installation, repair and maintenance', 'Assist in the design of moulds, tools, dies, jigs and fixtures']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Operating and Repairing Equipment, Machinery and Vehicles : Mechanical Installing, Maintaining and Repairing', 'Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Inspecting and Testing', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Advising and Consulting', 'Information Handling : Processing Information']","['Engineering and Technology : Computer and Information Systems', 'Engineering and Technology : Mechanics and Machinery', 'Engineering and Technology : Building and Construction', 'Engineering and Technology : Design', 'Engineering and Technology : Engineering and Applied Technologies', 'Law and Public Safety : Public Safety and Security']"
NOC 2211,"['Assist in design and fabrication of experimental apparatus', 'Compile records and interpret experimental or analytical results', 'Set up and conduct chemical experiments, tests and analyses', 'Operate experimental chemical or petrochemical pilot plant', 'Operate and maintain laboratory equipment and apparatus and prepare solutions of gas and liquid, reagents and sample formulations', 'Assist in developing and conducting sampling and analysis', 'Assist in set up and conduction of chemical experiments', 'Assist in the development of chemical engineering processes, studies of chemical engineering procurement, construction, inspection and maintenance', 'Assist in development of standards, health and safety measures', 'Prepare solution of gas or liquid, reagents, and sample formulations', 'Develop and conduct programs of sampling and analysis', 'Assist in the development of chemical engineering processes, studies of chemical engineering procurement, construction, inspection and maintenance', 'Compile records and interpret experimental or analytical results', 'Operate experimental chemical or petrochemical pilot plant', 'Set up and conduct chemical experiments, tests and analyses', 'Operate and maintain laboratory equipment and apparatus and prepare solutions of gas and liquid, reagents and sample formulations', 'Conduct or assist in air and water quality testing and assessments, environmental monitoring and protection activities, and development of and compliance with standards', 'Assist in development of standards, health and safety measures', 'Assist in design and fabrication of experimental apparatus', 'Assist in developing and conducting sampling and analysis', 'Assist in design and fabrication of experimental apparatus', 'Operate and maintain laboratory equipment and apparatus and prepare solutions of gas and liquid, reagents and sample formulations', 'Assist in set up and conduction of chemical experiments', 'Compile records for analytical studies']","['Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Service and Care : Protecting and Enforcing', 'Analysis : Analyzing Information', 'Analysis : Inspecting and Testing', 'Information Handling : Processing Information']","['Manufacturing and Production : Processing and Production', 'Mathematics and Science : Chemistry']"
NOC 811,"['Advise senior management', 'Recommend operational changes to ensure that production quotas and procedures are met', 'Evaluate efficiency of production sites', 'Determine adequacy of personnel, equipment and technologies used for operations', 'Establish work schedules', 'Plan, organize, direct, control and evaluate daily operations', 'Ensure adherence to safety regulations', 'Prepare production reports', 'Confer with other managers to set production quotas, to plan extraction sites and to develop policies for the removal of raw materials']","['Management : Allocating and Controlling Resources', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Recruiting and Hiring', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Advising and Consulting', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Professional Communicating']","['Business, Finance and Management : Business  Administration', 'Engineering and Technology : Engineering and Applied Technologies', 'Manufacturing and Production : Processing and Production', 'Mathematics and Science : Earth Sciences (Geosciences)']"
NOC 911,"['Plan, organize, direct, control and evaluate daily operations', 'Plan and manage the establishment of departmental budget', 'Plan and implement changes to machinery and equipment, production systems and methods of work', 'Develop production schedules and maintain an inventory of raw materials and finished products', 'Develop equipment maintenance schedules and recommend the replacement of machines', 'Hire, supervise and train or oversee training of employees in the use of new equipment or production techniques', 'Organize and maintain inventory', 'Direct quality control inspections']","['Management : Allocating and Controlling Resources', 'Management : Co-ordinating and Organizing', 'Management : Evaluating', 'Management : Recruiting and Hiring', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Communication : Interviewing', 'Communication : Liaising and Networking', 'Communication : Professional Communicating']","['Business, Finance and Management : Business  Administration', 'Engineering and Technology : Engineering and Applied Technologies', 'Manufacturing and Production : Processing and Production']"
NOC 1111,"['Ensure accuracy and compliance to accounting standards, procedures and internal control', 'Prepare reports and audit findings', 'Recommend improvements to accounting systems and management practices', 'Conduct field audits of businesses to ensure compliance with provisions of the Income Tax Act, the Canadian Business Corporations Act or other statutory requirements', 'Examine accounting records', 'Plan, set up and administer accounting systems', 'Prepare financial information for individuals, departments or companies', 'Prepare financial statements and reports', 'Develop and maintain cost findings, reporting and internal control procedure', 'Prepare income tax returns from accounting records', 'Analyze financial documents and reports', 'Provide financial, business and tax advice', 'Examine accounting records', 'Act as trustee in bankruptcy proceedings']","['Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Analysis : Projecting Outcomes', 'Analysis : Researching and Investigating', 'Communication : Advising and Consulting', 'Communication : Professional Communicating', 'Communication : Teaching and Training']","['Business, Finance and Management : Accounting', 'Business, Finance and Management : Finance', 'Law and Public Safety : Law, Government, and Jurisprudence']"
NOC 1214,"['Establish work schedules and procedures', 'Prepare and submit reports', 'Resolve work related problems', 'Requisition or order materials, equipment and supplies', 'Co-ordinate, assign and review work', 'Organize and supervise activities such as the processing of incoming and outgoing mail', 'Ensure smooth operation of computer equipment and machinery', 'Train staff/workers in job duties, safety procedures and company policies', 'Manage the operations of package handling', 'Ensure smooth operation of equipment', 'Train workers in duties and policies']","['Management : Co-ordinating and Organizing', 'Management : Supervising', 'Analysis : Analyzing Information', 'Analysis : Planning', 'Communication : Teaching and Training']","['Business, Finance and Management : Clerical', 'Business, Finance and Management : Client  Service']"
NOC 1313,"['Review individual and group applications for insurance', 'Evaluate new and renewal applications to determine insurance risks, insurance premiums, extent of coverage and other conditions', 'Use medical reports, rate tables and other documents to determine coverage', 'Approve sale of insurance policies', 'Ensure compliance with government regulations', 'Provide recommendations on individual or group insurance plan designs', 'Provide underwriting advice', 'Answer inquiries from clients and other company personnel', 'Prepare underwriting reports']","['Service and Care : Serving Others', 'Analysis : Projecting Outcomes', 'Analysis : Analyzing Information', 'Communication : Advising and Consulting', 'Information Handling : Processing Information']","['Business, Finance and Management : Finance', 'Business, Finance and Management : Clerical', 'Mathematics and Science : Mathematics']"
NOC 7318,"['Assemble, install, repair, and maintain elevators, escalators, moving walkways and related equipment', 'Install and wire electric and electronic control system devices', 'Install, test and adjust safety control devices', 'Test operation of newly installed equipment', 'Disassemble defective units and repair or replace suspect parts', 'Adjust valves, ratchets, seals, brake linings and other components', 'Carry out preventative maintenance programs to ensure public safety', 'Troubleshoot electrical or mechanical systems failures', 'Maintain log books that detail all repairs and checks performed']","['Working with Technological Equipment and Machinery : Installing and Setting-Up Technical Infrastructure', 'Working with Technological Equipment and Machinery : Using Specialized Instrumentation and Equipment', 'Service and Care : Protecting and Enforcing', 'Operating and Repairing Equipment, Machinery and Vehicles : Mechanical Installing, Maintaining and Repairing', 'Building : Constructing', 'Analysis : Analyzing Information', 'Analysis : Examining and Diagnosing', 'Analysis : Inspecting and Testing', 'Analysis : Planning', 'Information Handling : Processing Information']","['Engineering and Technology : Building and Construction', 'Engineering and Technology : Electricity (Electrical and Electronics)', 'Engineering and Technology : Mechanics and Machinery', 'Law and Public Safety : Public Safety and Security']"
