link,description,duties,titles,related_occupations
/4210/ca,"Medical laboratory technicians conduct routine medical laboratory tests and set up, clean and maintain medical laboratory equipment. They are employed in medical laboratories in hospitals, clinics, research facilities, post-secondary educational institutions and government research laboratories. Pathologists' assistants assist at autopsies and examinations of surgical specimens or perform autopsies under a pathologist's supervision. They are usually employed in hospitals and universities.","['Medical laboratory technicians', 'Collect, sort and prepare blood, tissue and other samples from patients', 'Log and validate patient samples and prepare them for testing', 'Set up medical laboratory equipment', 'Conduct routine laboratory tests and sample analyses', 'Perform quality assurance of testing techniques', 'Clean and maintain medical laboratory and medical laboratory equipment.', ""Pathologists' assistants"", ""Prepare for autopsies by obtaining patients' medical records and arranging for radiographic examinations"", ""Prepare, assist with or perform autopsies and surgical specimen examinations under pathologists' supervision"", 'Dissect, examine, weigh, photograph and X-ray organs and specimens, collect tissue samples for chemical analysis and record findings', 'Discard specimens according to established safety procedures', 'Clean and maintain instruments, equipment and supplies', 'Develop and maintain processes for laboratory quality control', 'May prepare bodies for release to funeral homes following completion of autopsies', 'May supervise and train junior resident pathologists and morgue attendants.']","['pathology assistant', 'medical laboratory assistant', 'medical laboratory technician', 'phlebotomist', 'phlebotomy aide']","['Chemical technologists and technicians', 'Biological technologists and technicians', 'Medical laboratory technologists']"
/3660/ca,"Deck officers, water transport, operate and command ships or self-propelled vessels to transport passengers and cargo on oceans and coastal and inland waters, and supervise and co-ordinate the activities of deck crews. This unit group also includes Canadian Coast Guard deck officers. They are employed by marine transportation companies and federal government departments.","['Command and operate ships or other self-propelled vessels, such as barges or oil rigs, to transport passengers and cargo', 'Command and operate coast guard vessels to provide ice-breaking and search and rescue services, and to maintain control over ships operating in Canadian waters', ""Board vessels at berth or from pilot boats to advise ships' captains on the course to steer for safe passage into and out of ports, seaways or other waterways under pilotage authority"", 'Plan and execute safe navigational passage using navigational aids', 'Determine geographical position using navigational instruments, maps and charts', 'Guide vessels in rivers, canals, and other confined or hazardous waters and waterways', ""Maintain vessels' navigational instruments and equipment"", 'Direct and oversee the loading and unloading of cargo', 'Supervise and co-ordinate the activities of deck crews', ""Record vessel progress, crew activities, weather and sea conditions in the ship's log.""]","['ferryboat master', 'ship pilot', 'navigation officer, Coast Guard vessel', 'first mate, ship', ""ship's mate"", 'tugboat captain', 'Coast Guard vessel watchkeeping officer', 'ship third mate', ""ship's captain"", 'ship second mate', 'master mariner', 'deck officer - water transport']","['Managers in transportation', 'Engineer officers, water transport', 'Fishing masters and officers', 'Water transport deck and engine room crew']"
/4127/ca,"Veterinarians prevent, diagnose and treat diseases and disorders in animals and advise clients on the feeding, hygiene, housing and general care of animals. They work in private practice or may be employed by animal clinics, farms, laboratories, government or industry.","['Diagnose diseases or abnormal conditions in individual animals, herds and flocks through physical examinations or laboratory tests', 'Treat sick or injured animals by prescribing medication, setting bones, dressing wounds or performing surgery', 'Vaccinate animals to prevent and treat diseases', 'Perform routine, emergency and post-mortem examinations', 'Advise clients on feeding, housing, behaviour, breeding, hygiene and general care of animals', 'Provide a range of veterinary services including obstetrics, dentistry and euthanasia', 'May supervise animal health technologists and animal care workers', 'May be responsible for overall operation of animal hospital, clinic or mobile service to farms', 'May conduct veterinary research related to areas such as animal nutrition, health care products development and disease prevention and control', 'May enforce government regulations in disease control and food production including animal or animal-based food inspection.']","['veterinary surgeon', 'farm veterinarian', 'veterinary inspector', 'veterinary pathologist', 'veterinary physiologist', 'small animal veterinary specialist', 'veterinarian', 'zoo veterinarian']","['Biologists and related scientists', 'Animal health technologists and veterinary technicians']"
/20412/ca,"Central control and process operators in petroleum, gas and chemical processing monitor and operate petroleum, petrochemical and chemical plants and monitor, adjust and maintain processing units and equipment in these plants. They are employed by petroleum and natural gas processing, pipeline and petrochemical companies and industrial, agricultural and specialty chemical and pharmaceutical companies.","['Operate electronic or computerized control panel from a central control room to monitor and optimize physical and chemical processes for several processing units', 'Control process start-up, shut-down and troubleshooting', 'Monitor outside process equipment', 'Adjust equipment, valves, pumps and controls and process equipment', 'Authorize or co-sign maintenance work orders', 'Shut down, isolate and prepare process units or production equipment for maintenance', 'Sample products, perform tests, record data, carry out statistical process control on process operations, and write production logs', 'Develop operating procedures for normal operation, start-up or shut-down of unit', 'Participate in safety audits and programs and provide emergency response when required', 'Ensure adherence to safety and environmental regulations', 'May rotate between different processing units during shift cycles', 'May work in a team with shared supervisory responsibilities and participate in training other workers', 'May be cross-trained in a skilled trade and work in the trade during shift cycles.']","['chemical processing chief technician', 'gas plant operator', 'gas recovery operator', 'petroleum process operator', 'pharmaceutical processing operator', 'pipeline compressor station operator', 'master operator - chemical processing', 'acid plant operator', 'panel operator - chemical processing', 'chlor-alkali plant cell room operator', 'chemical process operator', 'chief technician, chemical processing', 'process technician - chemical processing', 'refinery process technician', 'gas field production operator', 'oil refinery process operator']","['Supervisors, petroleum, gas and chemical processing and utilities', 'Chemical plant machine operators']"
/5623/ca,"Support workers in motion pictures, broadcasting, photography and the performing arts perform support duties related to these fields. They are employed by television and radio stations and networks, recording studios, motion picture and video production companies and by theatre and stage companies.","['Camera crane operators', 'Set up, assemble, adjust, maintain and replace reels and projector equipment; detect and repair mechanical and electrical problems; and change and install an electronic control panel using automated equipment.', 'Motion picture projectionists', 'Check the condition of the copy; set up and load film reels on movie theatre projection systems, adjust focus, sound levels and other projector and theatre settings; and maintain projection equipment.', 'Props persons and set builders', 'Assemble, repair, place, build and oversee props.', 'Script assistants', 'Distribute scripts to actors; keep detailed notes of all actions, positions and camera angles; and photograph and date scenes.', 'Grips and riggers', 'Rig, place, move and dismantle sets, backdrops, scenery and other stage equipment.', 'Dressers', 'Clean, maintain, transport and store costumes, and assist performers to dress in costumes.', 'Production assistants', 'Provide support to the director and producer, and are responsible for various aspects of production such as preparing schedules, setting up equipment, and making travel arrangements to various shooting locations.']","['stagehand', 'production assistant', 'dresser - motion pictures, broadcasting and performing arts', 'boom grip', 'camera crane operator', 'lighting assistant', 'projectionist', 'prompter', 'set builder', 'props person', 'spotlight operator', 'special effects assistant', 'script assistant']","['Film and video camera operators', 'Audio and video recording technicians', 'Broadcast technicians', 'Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts']"
/16083/ca,"Paralegals prepare legal documents and conduct research to assist lawyers or other professionals. Independent paralegals provide legal services to the public as allowed by government legislation, or provide paralegal services on contract to law firms or other establishments. Notaries public administer oaths, take affidavits, sign legal documents and perform other activities according to the scope of their practice. Trademark agents advise clients on intellectual property matters. Paralegals are employed by law firms, by record search companies and in legal departments throughout the public and private sectors. Independent paralegals are usually self-employed. Notaries public are employed by government and in the public and private sectors or they may be self-employed. Trademark agents are employed by law firms and legal departments throughout the public and private sectors, trademark development and search firms or they may be self-employed.","['Paralegals', 'Assist lawyers by interviewing clients, witnesses and other related parties, assembling documentary evidence, preparing trial briefs, and arranging for trials', 'Assist lawyers in preparation for mediation and judicial dispute resolutions', 'Under the supervision of a lawyer, prepare wills, real estate transactions and other legal documents, court reports and affidavits', 'Research records, court files and other legal documents', 'Draft legal correspondence and perform general office and clerical duties.', 'Independent paralegals', 'Represent clients in small claims court and in other lower court proceedings, at tribunals and before administrative bodies', 'Advise clients and take legal action on landlord and tenant matters, traffic violations, name changes and other issues within their jurisdictions.', 'Notaries public', 'Administer oaths and take affidavits and depositions', 'Witness and certify the validity of signatures on documents', 'May draft contracts, prepare promissory notes and draw up wills, mortgages and other legal documents', 'May arrange probates and administer the estates of deceased persons.', 'Trademark agents', 'Advise clients on intellectual property matters and represent clients before the Registrar of Trade-Marks on matters including prosecution of applications for registration of trademarks', 'Advise on the registrability of trademarks, trademark licensing requirements, transfer of intellectual property and protection of existing trademark rights', 'Represent clients at proceedings before the Trade Marks Opposition Board and in related proceedings', 'May represent clients internationally in consultation with foreign associates and attorneys.']","['commercial law clerk', 'real estate law clerk', 'notary public', 'title searcher', 'corporate paralegal', 'family law paralegal', 'independent paralegal', 'legal researcher', 'paralegal', 'trademark agent', 'land titles examiner']","['Legal administrative assistants', 'Natural and applied science policy researchers, consultants and program officers', 'Lawyers and Quebec notaries']"
/7859/ca,"Railway locomotive engineers operate railway locomotives to transport passengers and freight. They are employed by railway transport companies. Yard locomotive engineers operate locomotives within yards of railway, industrial or other establishments. They are employed by railway transport companies and industrial or commercial users of rail transport.","['Railway locomotive engineers', 'Operate locomotives to transport passengers and freight on railways', 'Operate communication systems to communicate with train crews and traffic controllers to ensure safe operation and scheduling of trains', 'Inspect assigned locomotives and test operating controls and equipment.', 'Yard locomotive engineers', 'Operate locomotives to switch, couple and uncouple cars for loading and unloading', 'Perform switching operations according to written switching orders or dispatched instructions', 'Inspect locomotives, replenish fuel or perform routine maintenance on locomotives.']","['locomotive engineer - railway', 'yard engineer - railway', 'railway engineer', 'transfer hostler - railway', 'switch engineer - railway']","['Supervisors, railway transport operations', 'Railway traffic controllers and marine traffic regulators', 'Bus drivers, subway operators and other transit operators']"
/15205/ca,"Other customer and information services representatives answer enquiries and provide information regarding an establishment's goods, services and policies and who provide customer services such as receiving payments and processing requests for services. They are employed by retail establishments, contact centres, insurance, telecommunications and utility companies and other establishments throughout the private and public sectors.","['Customer service representatives in retail establishments', 'Answer, in person or on the phone, enquiries from customers', ""Investigate complaints regarding the establishment's goods, services and policies"", 'Arrange for refunds, exchange and credit for returned merchandise', 'Receive account payments', 'Receive credit and employment applications.', 'Contact centre agents', 'Take customer orders for goods or services', 'Promote goods or services', 'Respond to enquiries and emergencies', 'Investigate complaints and update accounts.', 'Customer service representatives in insurance, telecommunication, utility and similar companies', 'Explain the type and cost of services offered', 'Order services', 'Provide information about claims or accounts', 'Update accounts, initiate billing and process claim payments, and receive payment for services.', 'Information services representatives', 'Provide information to customers and the public concerning goods, services, schedules, rates, regulations and policies in response to telephone and in-person enquiries.']","['complaints clerk - customer service', 'accounts information clerk', 'information clerk - customer service', 'lost-and-found clerk', 'tourist information clerk', 'public relations clerk', 'customer service representative - call centre', 'bus information clerk', 'courtesy desk clerk', 'order desk agent', 'enquiries clerk', 'contact centre agent - customer service']","['Airline ticket and service agents', 'Ground and water transport ticket agents, cargo service representatives and related clerks', 'Customer services representatives - financial institutions', 'Retail salespersons', 'Receptionists', 'Customer and information services supervisors']"
/24143/ca,"Cashiers operate cash registers, optical price scanners, computers or other equipment to record and accept payment for the purchase of goods, services and admissions. They are employed in stores, restaurants, theatres, recreational and sports establishments, currency exchange booths, government offices, business offices and other service, retail and wholesale establishments.","['Greet customers', 'Establish or identify price of goods, services or admission and tabulate total payment required using electronic or other cash register, optical price scanner or other equipment', 'Weigh produce and bulk foods', 'Receive and process payments by cash, cheque, credit card or automatic debit', 'Wrap or place merchandise in bags', 'Provide information to customers', 'Assist sports spectators and theatre patrons with seat selection', 'Calculate foreign currency exchange', 'Calculate total payments received at end of work shift and reconcile with total sales', 'Verify the age of customers when selling lottery tickets, alcohol or tobacco products', 'May accept reservations and take-out orders', 'May also stock shelves and clean check-out counter area.']","['box office cashier', 'cafeteria cashier', 'grocery store cashier', 'office cashier', 'racetrack cashier', 'self-serve gas bar cashier', 'theatre cashier']","['Customer services representatives - financial institutions', 'Retail sales supervisors', 'Service station attendants', 'Retail salespersons']"
/26732/ca,"Water transport deck and engine room crew stand watch, operate and maintain deck equipment, perform other deck and bridge duties and assist ship engineer officers to operate, maintain and repair engines, machinery and auxiliary equipment aboard ships or self-propelled vessels. They are employed by marine transportation companies and federal government departments.","['Stand watch and steer ship or self-propelled vessel under the direction of the officer on watch', 'Operate, maintain and repair deck equipment such as winches, cranes, derricks and hawsers', ""Assist ship engineer officers in performing routine maintenance work and repair to ship's engine, machinery and auxiliary equipment"", 'Monitor engine, machinery and equipment indicators, record variables and report abnormalities to ship engineer officer on watch', 'Lubricate moving parts of engines, machinery and auxiliary equipment', 'Operate and maintain off-loading liquid pumps and valves', 'Clean engine parts and keep engine room clean', 'Clean, chip and paint deck surfaces', 'Handle mooring lines, and splice and repair ropes, wire cables and cordage.']","['boatswain - water transport', 'engine room crew member - ship', 'helmsman/woman - water transport', 'marine engineering mechanic', 'able seaman/woman (except armed forces)', 'deckhand', 'ship tunnel operator', 'ship stoker', 'marine engine oiler', 'able seaman/woman - except armed forces']","['Deck officers, water transport', 'Engineer officers, water transport', 'Fishing vessel deckhands']"
/16445/ca,"Hairstylists and barbers cut and style hair and perform related services. They are employed in hairstyling or hairdressing salons, barber shops, vocational schools, health care establishments and theatre, film and television establishments.","['Hairstylists', ""Suggest hairstyle compatible with client's physical features or determine style from client's instructions and preferences"", 'Cut, trim, taper, curl, wave, perm and style hair', 'Apply bleach, tints, dyes or rinses to colour, frost or streak hair', 'Analyze hair and scalp condition and provide basic treatment or advice on beauty care treatments for scalp and hair', 'Clean and style wigs and hair pieces', 'Apply hair extensions', 'May shampoo and rinse hair', 'May perform receptionist duties and order supplies', 'May train or supervise other hairstylists, hairstylist apprentices and helpers.', 'Barbers', ""Cut and trim hair according to client's instructions or preferences"", 'Shave and trim beards and moustaches', 'May shampoo hair and provide other hair treatment, such as waving, straightening and tinting and may also provide scalp conditioning massages', 'May book appointments and order supplies', 'May train and supervise other barbers and barber apprentices.']","['barber apprentice', 'hairdresser apprentice', 'hairstylist apprentice', 'barber', 'hair colour technician', 'hairdresser', 'hairstylist', 'wig stylist']","['Estheticians, electrologists and related occupations', 'College and other vocational instructors']"
/2265/ca,"Family, marriage and other related counsellors assist individuals and groups of clients to identify, understand and overcome personal problems and achieve personal objectives. They are employed by counselling centres, social service agencies, group homes, government agencies, family therapy centres, and health care and rehabilitation facilities, or they may work in private practice.","['Interview clients, prepare case histories and assess problems', 'Conduct vocational testing and psychometric assessment', 'Develop and implement counselling and intervention programs to assist clients in determining goals and means of attaining them', 'Counsel clients, provide therapy and mediation services, and facilitate group sessions', 'Liaise with community agencies or partners,  and identify additional or alternative services and provide referrals', ""Evaluate the effectiveness of counselling programs and interventions, and clients' progress in resolving identified problems and movement toward defined objectives"", ""Follow up on results of counselling programs and clients' adjustments"", 'Prepare assessment, progress, follow-up and court reports', 'May supervise other counsellors, social service staff and assistants', 'May provide public education and consultation to other professionals or groups regarding counselling services, issues and methods', 'May provide witness testimony in court proceedings', 'May conduct research, publish research papers, educational texts and articles and deliver presentations at conferences.', 'May participate in fundraising activities.', 'Family, marriage and other related counsellors often specialize in dealing with a specific client group such as injured workers, or with specific problems, such as drug and alcohol addiction, marital difficulties or behavioural disorders.']","['psychoeducator', 'addictions counsellor', 'rehabilitation counsellor', 'marriage counsellor', 'bereavement counsellor', 'family counsellor', 'sex therapist', 'vocational rehabilitation counsellor', 'child and youth counsellor', 'registered clinical counsellor', 'registered marriage and family therapist']","['Managers in social, community and correctional services', 'Social and community service workers', 'Employment counsellors', 'Social workers', 'Educational counsellors']"
/21017/ca,"Graphic arts technicians assist in conceptualizing a project, interpreting design specifications or sketches, preparing the page make-up, lay-out and lettering, and preparing production materials for press, electronic or multimedia publishing. They are employed by publishing, communications, advertising, marketing, printing and multimedia establishments, and by television and film production companies. They may also be self-employed.","[""Review the graphic designer's instructions"", 'Produce or assist in developing and producing design concepts', 'Capture elements such as titles, text, drawings, illustrations, graphics, lettering and colour harmonization, using a computer', 'Produce computerized images and drawings', 'Digitize images using peripherals and transform them using retouching systems, graphic palettes or specialized software', 'Perform the layout, page make-up and placement using the conceptual mock-ups provided', 'Produce proofs and camera-ready materials and prepare film and any other prepress materials', ""Paint or ink individual cells of 2-D or 3-D animated drawings according to animator's specifications using an electronic palette"", 'Lay out, draw or paint letters, figures, logos and designs for windows, advertisements, billboards, vehicles, books and publications using specialized software or painting equipment', 'Work in an interdisciplinary environment.']","['animation painter', 'graphics technician', 'animated cartoon technician', 'computer graphics technician', 'multimedia graphic design technician']","['Correspondence, publication and regulatory clerks', 'Graphic designers and illustrators', 'Desktop publishing operators and related occupations', 'Camera, platemaking and other prepress occupations']"
/4430/ca,"Other technical workers in therapy and assessment perform various technical therapy and assessment functions. Some may assist professionals such as audiologists, speech-language pathologists, ophthalmologists, physiotherapists and occupational therapists. They are employed in hospitals, clinics, extended care facilities, rehabilitation centres, educational institutions and in the private practices of the professionals they assist.","['Hearing instrument practitioners', 'Examine adult clients to assess hearing loss using diagnostic evaluation and electro acoustic testing', 'Recommend and dispense appropriate type of hearing instrument', 'Take earmold impressions for use in the manufacture of hearing devices', 'Fit, adjust and make minor modifications to hearing instruments', 'Educate clients in appropriate use, care and maintenance of hearing instruments', 'Perform follow-up examinations and readjustments.', 'Audiometric technicians', 'Under the supervision of audiologists, administer tests such as pure tone hearing screening, impedance tests and noise level measurements using equipment such as audiometers and sound level meters to determine hearing thresholds of patients', 'Instruct patients on test procedures and record results', 'Monitor, check and calibrate auditory equipment', 'May take earmold impressions and fit and adjust hearing instruments.', 'Communicative disorders assistants and speech-language pathology assistants', 'Assist speech-language pathologists and audiologists during assessment of patients', 'Carry out treatment programs, document results and develop materials for use with patients, under the supervision of speech-language pathologists or audiologists', 'Document patient rehabilitation progress', 'Check and maintain therapeutic equipment and materials.', 'Ophthalmic medical assistants', ""Operate ophthalmic testing and measuring instruments to aid ophthalmologists in assessing patients' vision"", 'Record test results', 'Assist ophthalmologists in office surgery', 'Administer eye drops, ointments and medications as directed by ophthalmologists', 'Clean and maintain instruments and equipment used during examinations', ""Take patients' general medical and ophthalmic history"", 'Perform various administrative duties.', 'Physiotherapy assistants and occupational therapy assistants', 'Under the direction of physiotherapists and/or occupational therapists, carry out treatment programs such as thermotherapy, traction, hydrotherapy and electrotherapeutic techniques to rehabilitate patients with various injuries or disabilities to maximize their ability to independently manage daily activities.']","['physical rehabilitation technician', 'ophthalmologist assistant', 'ophthalmic technician', 'hearing instrument practitioner', 'communicative disorders assistant', 'physiotherapy technician', 'speech therapy assistant', 'occupational therapy assistant', 'ophthalmic assistant', 'audiometric technician', 'ophthalmic technologist', 'speech technician', 'audiology technician', 'audiometric assistant']",['Other assisting occupations in support of health services']
/2845/ca,"Aerospace engineers research, design and develop aerospace vehicles, aerospace systems and their components, and perform duties related to their testing, evaluation, installation, operation and maintenance. They are employed by aircraft and spacecraft manufacturers, air transport carriers, and in government and educational and research institutions.","['Design and develop aerospace vehicles, systems and components such as aircraft, spacecraft, missiles, satellites and space-based communication systems', 'Develop and conduct computer simulations of aerospace vehicles, systems and components using advanced mathematical modelling', 'Prepare specifications for materials and processes to be used in aerospace manufacturing, maintenance, repair or modification', 'Supervise and co-ordinate the manufacturing, assembly, modification, repair and overhaul of aircraft and spacecraft', 'Co-ordinate ground and flight tests of air and spacecraft', 'Develop operational specifications, maintenance schedules and manuals for operators', 'Develop the technical phases of logistical and operational support for aerospace vehicles and systems', 'Investigate and report on structural or other component or system failures, accidents or incidents and prepare recommendations for corrective action.']","['aerodynamics engineer', 'aeronautical engineer', 'aerospace engineer', 'structural engineer, aerospace', 'aircraft design engineer', 'stress engineer - aerospace', 'test engineer, aerospace', 'systems engineer, aerospace']","['Engineering managers', 'Mechanical engineers', 'Aircraft instrument, electrical and avionics mechanics, technicians and inspectors', 'Aircraft mechanics and aircraft inspectors', 'Electrical and electronics engineers', 'Metallurgical and materials engineers']"
/24858/ca,"Animal health technologists and veterinary technicians provide technical support to veterinarians by caring for animals and assisting in the diagnosis and treatment of animal health disorders. They are employed in veterinary clinics, animal hospitals, animal shelters, humane societies, zoos, animal research laboratories, pharmaceutical companies and government. Animal health technologists and veterinary technicians who are supervisors are included in this unit group.","['Provide nursing care and rehabilitation therapy for animals', 'Handle, restrain and care for animals undergoing treatment and surgery', 'Produce radiographs, collect and analyse samples and perform other laboratory tests to assist in diagnosis of animal health problems', 'Assist veterinarian with animals before, during and following surgery by preparing surgical equipment, administering and monitoring anaesthetics and cleaning up after surgery', 'Prepare and administer medications and vaccines under direction of a veterinarian', 'Administer treatments as prescribed by a veterinarian', 'Provide wound and bandage care', 'Conduct specialized procedures such as animal identification and hoof trimming', 'Educate and advise clients on animal health care including nutrition and home care', 'Assist in laboratory research', 'Perform routine animal dental procedures and assist veterinarians with animal dentistry', 'May perform a variety of office management and clerical duties.']","['animal health technician', 'registered veterinary technician (RVT)', 'veterinary technician', 'veterinarian assistant', 'laboratory animal technician', 'animal health technologist', 'veterinary technologist']",['Pet groomers and animal care workers']
/26967/ca,"Legal administrative assistants perform a variety of secretarial and administrative duties in law offices, legal departments of large firms, real estate companies, land title offices, municipal, provincial and federal courts and government.","['Prepare and key in correspondence and legal documents, such as deeds, wills, affidavits and briefs, from handwritten copy, shorthand and machine dictation using computers', 'Review and proofread documents and correspondence to ensure compliance with legal procedures and grammatical usage', 'Schedule appointments, meetings and conferences for employer', 'Set up and maintain filing systems, utilizing knowledge of legal records and procedures and frequently controlling confidential materials and documents', 'Open and distribute regular and electronic incoming mail and other material and co-ordinate the flow of information internally and with other departments or organizations', 'Determine and establish office procedures and routines', 'May supervise and train other staff in procedures and in the use of current software', 'May attend court, meetings or conferences to take notes, minutes and dictation', 'May perform other general office work as required including preparing financial statements.']","['corporate law legal assistant', 'legal secretary', 'litigation secretary', 'real estate secretary', 'administrative assistant - legal', 'legal assistant - criminal law', 'legal assistant', 'litigation legal assistant']","['Court reporters, medical transcriptionists and related occupations', 'Correspondence, publication and regulatory clerks', 'Paralegal and related occupations']"
/2218/ca,"Psychologists assess and diagnose behavioural, emotional and cognitive disorders, counsel clients, provide therapy, conduct research and apply theory relating to behaviour and mental processes. Psychologists help clients work toward the maintenance and enhancement of psychological, physical, intellectual, emotional, social and interpersonal functioning. They work in private practice or in clinics, correctional facilities, hospitals, mental health facilities, rehabilitation centres, community service organizations, businesses, schools and universities, and in government and private research agencies.","['Examine and assess behaviour, diagnose behavioural, emotional and cognitive disorders, counsel clients and provide therapy', 'Help clients manage physical illness and disorders', 'Counsel individuals and groups to achieve more effective personal, social and vocational development and adjustment, and offer mediation services', 'Use standard psychological tests for assessment', 'Plan intervention programs and conduct program evaluation', 'Apply psychological theory and principles regarding behaviour and mental processes such as learning, language development, memory and perception to develop treatment programs', 'Formulate hypotheses and experimental designs, review literature, conduct studies and publish research papers, educational texts and articles', 'Deliver presentations at conferences, workshops or symposia', 'Provide consultation services to government and other organizations.', 'Psychologists may specialize in applied psychology or experimental research. Sub-specialties include behavioural psychology, child psychology, cognitive psychology, developmental psychology, educational psychology, industrial psychology, neuropsychology, social psychology or sports psychology.']","['psychologist', 'experimental psychologist', 'clinical psychologist', 'research psychologist', 'psychological associate']","['University professors and lecturers', 'Family, marriage and other related counsellors', 'Social policy researchers, consultants and program officers', 'Specialist physicians', 'Other professional occupations in social science, n.e.c.', 'Statistical officers and related research support occupations']"
/7533/ca,"Heating, refrigeration and air conditioning mechanics install, maintain, repair and overhaul residential central air conditioning systems, commercial and industrial refrigeration and air conditioning systems and combined heating, ventilation and cooling systems. They are employed by heating, refrigeration and air conditioning installation contractors, various industrial settings, food wholesalers, engineering firms and retail and servicing establishments. Transport refrigeration mechanics are included in this unit group.","['Read and interpret blueprints, drawings or other specifications', 'Measure and lay out reference points for installation', 'Assemble and install refrigeration or air conditioning components such as motors, controls, gauges, valves, circulating pumps, condensers, humidifiers, evaporators and compressors using hand and power tools', 'Measure and cut piping, and connect piping using welding and brazing equipment', 'Install, troubleshoot and overhaul entire heating, ventilation, air handling, refrigeration and air conditioning systems', 'Start up system and test for leaks using testing devices', 'Recharge system with refrigerant, check and test regulators, calibrate system and perform routine maintenance or servicing', 'Repair and replace parts and components for entire refrigeration, air conditioning, ventilation or heat pump systems', 'May install, maintain and repair equipment in refrigerated trucks used to transport food or medical supplies', 'May prepare work estimates for clients.']","['heating and cooling mechanic', 'heating, ventilation and air conditioning (HVAC) mechanic', 'transport refrigeration mechanic', 'commercial air conditioning mechanic', 'refrigeration and air conditioning mechanic apprentice', 'central air conditioning mechanic', 'refrigeration mechanic']","['Contractors and supervisors, mechanic trades', 'Appliance servicers and repairers']"
/15837/ca,"Lawyers and Quebec notaries advise clients on legal matters, represent clients before administration boards and draw up legal documents such as contracts and wills. Lawyers also plead cases, represent clients before tribunals and conduct prosecutions in courts of law. Lawyers are employed in law firms and prosecutor's offices. Quebec notaries are employed in notary offices. Both lawyers and Quebec notaries are employed by federal, provincial and municipal governments and various business establishments or they may be self-employed. Articling students are included in this unit group.","['Advise clients of their legal rights and all matters related to law', 'Research legal precedents and gather evidence', ""Plead clients' cases before courts of law, tribunals and boards (lawyers only)"", 'Draw up legal documents such as real estate transactions, wills, divorces and contracts, and prepare statements of legal opinions', 'Negotiate settlements of civil disputes (lawyers only)', 'Perform administrative and management functions related to the practice of law', 'May act as mediator, conciliator or arbitrator', 'May act as executor, trustee or guardian in estate and family law matters.', 'Lawyers and Quebec notaries may specialize in specific areas of the law such as criminal law (lawyers only), corporate law, contract law, taxation law, administrative law, international law, commercial law, real estate law, family and estate law, intellectual property law and labour law.']","['articling law student', 'prosecutor', 'legislative counsel', 'legal advisor', 'lawyer', 'corporate counsel', 'Crown attorney', 'law partner', 'notary (Quebec)', 'solicitor']","['Other administrative services managers', 'Other business services managers', 'Natural and applied science policy researchers, consultants and program officers', 'Paralegal and related occupations']"
/5498/ca,"Library and public archive technicians assist users in accessing library or archive resources, assist in describing new acquisitions, participate in archive processing and storage, and conduct reference searches. They are employed by libraries and public archives.","['Library technicians', 'Assist library users in accessing books, films, photographs, maps, documents, electronic materials and other library materials', 'Catalogue new library acquisitions under the direction of a librarian', 'Perform manual and on-line reference searches and make interlibrary loans for users', ""Assist librarians in giving tours and providing children's and other specialized library programs."", 'Public archive technicians', 'Assist in developing inventories, forms and finding aids', 'Implement and update classification plans and records scheduling and disposal plans', 'Apply standards and policies for storage of records and archival materials', 'Codify and classify archival materials', 'Put archival materials on microfilm or in databases', 'Transfer materials from current to semi-current status or put into permanent storage', 'Purge, sort, reduce and sample archives', 'Research and retrieve archival materials', 'Participate in instructing and assisting users', 'Ensure that proper procedures are followed in the use of computerized document management systems.']","['high school librarian', 'secondary school librarian', 'elementary school librarian', 'technical indexer - library', 'library technician', 'archive technician']","['Library assistants and clerks', 'Librarians', 'Archivists', 'Records management technicians']"
/2496/ca,"Physicists conduct theoretical and applied research to extend knowledge of natural phenomena and to develop new processes and devices in fields such as electronics, communications, power generation and distribution, aerodynamics, optics and lasers, remote sensing, biotechnology, medicine and health. They are employed by electronic, electrical and aerospace manufacturing companies, telecommunications companies, power utilities, university and government research laboratories, hospitals and by a wide range of other processing, manufacturing, and research and consulting firms. Astronomers conduct observational and theoretical research to extend knowledge of the universe. They are employed by government and universities.","['Physicists', 'Design and conduct research in experimental and theoretical physics', 'Carry out analysis of research data and prepare research reports', 'Participate as a member of a research or development team in the design and development of experimental, industrial or medical equipment, instrumentation and procedures.', 'Physicists may specialize in fields such as aeronomy and space, acoustics, atomic and molecular physics, biophysics, condensed matter or solid state physics, electromagnetics, fluids and aerodynamics, health physics, medical physics, metrology, particle physics, optics and laser physics, nuclear physics and plasma physics.', 'Astronomers', 'Design and conduct observational surveys, conduct detailed analyses and develop numerical models to extend knowledge of celestial bodies and cosmic radiation', 'Develop or participate in the development of instrumentation and software for astronomical observation and analysis.', 'Astronomers may specialize in fields such as astrophysics, observational or optical astronomy and radio astronomy.']","['solid-state physicist', 'acoustics physicist', 'aerodynamicist', 'astronomer', 'astrophysicist', 'biophysicist', 'cosmologist', 'experimental physicist', 'health physicist', 'medical physicist', 'metrologist', 'nuclear physicist', 'optics physicist', 'plasma physicist', 'radio astronomer', 'research scientist, aerospace', 'research scientist, electronics', 'research scientist, physics', 'research scientist, remote sensing', 'atmospheric physicist']","['Architecture and science managers', 'Geoscientists and oceanographers', 'Meteorologists and climatologists', 'Computer engineers (except software engineers and designers)']"
