degree,education_groups,top_jobs,job_percent,top_job_links,link
Master's degree,Electrical engineering,Engineering managers,1.75,/marketreport/summary-occupation/1366/ca,/1366/ca
Master's degree,Electrical engineering,College and other vocational instructors,1.75,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,Electrical engineering,Electrical and electronics engineering technologists and technicians,1.75,/marketreport/summary-occupation/18010/ca,/18010/ca
Master's degree,Electrical engineering,"Natural and applied science policy researchers, consultants and program officers",1.4,/marketreport/summary-occupation/3855/ca,/3855/ca
Other trades certificate or diploma,Electrical and power transmission installers,Electricians (except industrial and power system),51.05,/marketreport/summary-occupation/20678/ca,/20678/ca
Other trades certificate or diploma,Electrical and power transmission installers,Industrial electricians,13.54,/marketreport/summary-occupation/16887/ca,/16887/ca
Other trades certificate or diploma,Electrical and power transmission installers,Electrical power line and cable workers,6.58,/marketreport/summary-occupation/7220/ca,/7220/ca
Other trades certificate or diploma,Electrical and power transmission installers,"Contractors and supervisors, electrical trades and telecommunications occupations",6.3,/marketreport/summary-occupation/24178/ca,/24178/ca
Other trades certificate or diploma,Electrical and power transmission installers,Power system electricians,3.19,/marketreport/summary-occupation/7205/ca,/7205/ca
Other trades certificate or diploma,Electrical and power transmission installers,Electrical and electronics engineering technologists and technicians,1.28,/marketreport/summary-occupation/18010/ca,/18010/ca
Other trades certificate or diploma,Electrical and power transmission installers,Construction managers,0.78,/marketreport/summary-occupation/24325/ca,/24325/ca
Other trades certificate or diploma,Electrical and power transmission installers,Construction estimators,0.51,/marketreport/summary-occupation/3273/ca,/3273/ca
Other trades certificate or diploma,Electrical and power transmission installers,Electronic service technicians (household and business equipment),0.51,/marketreport/summary-occupation/3296/ca,/3296/ca
Other trades certificate or diploma,Electrical and power transmission installers,Transport truck drivers,0.43,/marketreport/summary-occupation/10552/ca,/10552/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Water and waste treatment plant operators,4.76,/marketreport/summary-occupation/20827/ca,/20827/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Geological and mineral technologists and technicians,4.76,/marketreport/summary-occupation/3029/ca,/3029/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians","Heating, refrigeration and air conditioning mechanics",3.79,/marketreport/summary-occupation/7533/ca,/7533/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Chemical technologists and technicians,2.81,/marketreport/summary-occupation/2974/ca,/2974/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Civil engineering technologists and technicians,2.44,/marketreport/summary-occupation/17969/ca,/17969/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Civil engineers,2.08,/marketreport/summary-occupation/22376/ca,/22376/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Retail salespersons,2.08,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Mechanical engineers,1.47,/marketreport/summary-occupation/2757/ca,/2757/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Drafting technologists and technicians,1.47,/marketreport/summary-occupation/3429/ca,/3429/ca
College/CEGEP,"Environmental, mining & petroleum & other engineering technologies/technicians",Gas fitters,1.47,/marketreport/summary-occupation/16971/ca,/16971/ca
Bachelor's degree,English language and literature,"Professional occupations in advertising, marketing and public relations",5.54,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,English language and literature,Elementary school and kindergarten teachers,5.04,/marketreport/summary-occupation/2204/ca,/2204/ca
Bachelor's degree,English language and literature,Retail salespersons,4.15,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,English language and literature,Secondary school teachers,3.71,/marketreport/summary-occupation/15904/ca,/15904/ca
Bachelor's degree,English language and literature,Authors and writers,3.36,/marketreport/summary-occupation/20933/ca,/20933/ca
Bachelor's degree,English language and literature,Administrative assistants,2.77,/marketreport/summary-occupation/24789/ca,/24789/ca
Bachelor's degree,English language and literature,"Advertising, marketing and public relations managers",2.57,/marketreport/summary-occupation/12360/ca,/12360/ca
Bachelor's degree,English language and literature,Retail and wholesale trade managers,2.42,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,English language and literature,Administrative officers,2.37,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,English language and literature,Food and beverage servers,2.17,/marketreport/summary-occupation/6641/ca,/6641/ca
Master's degree,English language and literature,Secondary school teachers,8.8,/marketreport/summary-occupation/15904/ca,/15904/ca
Master's degree,English language and literature,College and other vocational instructors,7.2,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,English language and literature,Elementary school and kindergarten teachers,6.8,/marketreport/summary-occupation/2204/ca,/2204/ca
Master's degree,English language and literature,Authors and writers,5.6,/marketreport/summary-occupation/20933/ca,/20933/ca
Master's degree,English language and literature,"Professional occupations in advertising, marketing and public relations",5.6,/marketreport/summary-occupation/24813/ca,/24813/ca
Master's degree,English language and literature,Editors,5.2,/marketreport/summary-occupation/5332/ca,/5332/ca
Master's degree,English language and literature,"Advertising, marketing and public relations managers",5.2,/marketreport/summary-occupation/12360/ca,/12360/ca
Master's degree,English language and literature,Post-secondary teaching and research assistants,3.6,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,English language and literature,Lawyers and Quebec notaries,3.2,/marketreport/summary-occupation/15837/ca,/15837/ca
Master's degree,English language and literature,University professors and lecturers,2.4,/marketreport/summary-occupation/4707/ca,/4707/ca
College/CEGEP,Natural resources and conservation,Conservation and fishery officers,6.78,/marketreport/summary-occupation/3202/ca,/3202/ca
College/CEGEP,Natural resources and conservation,"Natural and applied science policy researchers, consultants and program officers",3.77,/marketreport/summary-occupation/3855/ca,/3855/ca
College/CEGEP,Natural resources and conservation,Water and waste treatment plant operators,3.27,/marketreport/summary-occupation/20827/ca,/20827/ca
College/CEGEP,Natural resources and conservation,Biological technologists and technicians,3.02,/marketreport/summary-occupation/3126/ca,/3126/ca
College/CEGEP,Natural resources and conservation,Forestry technologists and technicians,3.02,/marketreport/summary-occupation/17904/ca,/17904/ca
College/CEGEP,Natural resources and conservation,Retail salespersons,2.51,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Natural resources and conservation,Landscaping and grounds maintenance labourers,2.51,/marketreport/summary-occupation/20219/ca,/20219/ca
College/CEGEP,Natural resources and conservation,Managers in agriculture,1.76,/marketreport/summary-occupation/8796/ca,/8796/ca
College/CEGEP,Natural resources and conservation,Inspectors in public and environmental health and occupational health and safety,1.76,/marketreport/summary-occupation/22679/ca,/22679/ca
College/CEGEP,Natural resources and conservation,Civil engineering technologists and technicians,1.76,/marketreport/summary-occupation/17969/ca,/17969/ca
Bachelor's degree,Natural resources and conservation,"Natural and applied science policy researchers, consultants and program officers",6.74,/marketreport/summary-occupation/3855/ca,/3855/ca
Bachelor's degree,Natural resources and conservation,Biologists and related scientists,6.39,/marketreport/summary-occupation/2616/ca,/2616/ca
Bachelor's degree,Natural resources and conservation,Forestry professionals,3.65,/marketreport/summary-occupation/2733/ca,/2733/ca
Bachelor's degree,Natural resources and conservation,Retail salespersons,2.85,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Natural resources and conservation,Inspectors in public and environmental health and occupational health and safety,2.74,/marketreport/summary-occupation/22679/ca,/22679/ca
Bachelor's degree,Natural resources and conservation,Retail and wholesale trade managers,2.28,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Natural resources and conservation,Food and beverage servers,2.17,/marketreport/summary-occupation/6641/ca,/6641/ca
Bachelor's degree,Natural resources and conservation,Administrative officers,1.83,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,Natural resources and conservation,Civil engineering technologists and technicians,1.83,/marketreport/summary-occupation/17969/ca,/17969/ca
Bachelor's degree,Natural resources and conservation,Conservation and fishery officers,1.83,/marketreport/summary-occupation/3202/ca,/3202/ca
Master's degree,Natural resources and conservation,"Natural and applied science policy researchers, consultants and program officers",16.4,/marketreport/summary-occupation/3855/ca,/3855/ca
Master's degree,Natural resources and conservation,Biologists and related scientists,8.88,/marketreport/summary-occupation/2616/ca,/2616/ca
Master's degree,Natural resources and conservation,Urban and land use planners,3.42,/marketreport/summary-occupation/22469/ca,/22469/ca
Master's degree,Natural resources and conservation,Administrative officers,3.19,/marketreport/summary-occupation/12462/ca,/12462/ca
Master's degree,Natural resources and conservation,Inspectors in public and environmental health and occupational health and safety,3.19,/marketreport/summary-occupation/22679/ca,/22679/ca
Master's degree,Natural resources and conservation,Post-secondary teaching and research assistants,2.96,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Natural resources and conservation,Civil engineers,2.73,/marketreport/summary-occupation/22376/ca,/22376/ca
Master's degree,Natural resources and conservation,Business development officers and marketing researchers and consultants,1.82,/marketreport/summary-occupation/3916/ca,/3916/ca
Master's degree,Natural resources and conservation,Social and community service workers,1.82,/marketreport/summary-occupation/5112/ca,/5112/ca
Master's degree,Natural resources and conservation,"Social policy researchers, consultants and program officers",1.82,/marketreport/summary-occupation/4908/ca,/4908/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies",Other professional occupations in therapy and assessment,10.04,/marketreport/summary-occupation/22750/ca,/22750/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies","Program leaders and instructors in recreation, sport and fitness",9.72,/marketreport/summary-occupation/21211/ca,/21211/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies",Elementary school and kindergarten teachers,5.27,/marketreport/summary-occupation/2204/ca,/2204/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies",Secondary school teachers,3.76,/marketreport/summary-occupation/15904/ca,/15904/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies","Recreation, sports and fitness policy researchers, consultants and program officers",2.61,/marketreport/summary-occupation/5002/ca,/5002/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies",Retail salespersons,2.43,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies",Massage therapists,2.29,/marketreport/summary-occupation/24680/ca,/24680/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies","Recreation, sports and fitness program and service directors",1.92,/marketreport/summary-occupation/1994/ca,/1994/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies",Food and beverage servers,1.74,/marketreport/summary-occupation/6641/ca,/6641/ca
Bachelor's degree,"Parks, recreation, leisure and fitness studies",Retail and wholesale trade managers,1.6,/marketreport/summary-occupation/17600/ca,/17600/ca
Master's degree,"Parks, recreation, leisure and fitness studies",Elementary school and kindergarten teachers,8.84,/marketreport/summary-occupation/2204/ca,/2204/ca
Master's degree,"Parks, recreation, leisure and fitness studies",Other professional occupations in therapy and assessment,8.29,/marketreport/summary-occupation/22750/ca,/22750/ca
Master's degree,"Parks, recreation, leisure and fitness studies",Secondary school teachers,7.73,/marketreport/summary-occupation/15904/ca,/15904/ca
Master's degree,"Parks, recreation, leisure and fitness studies","Program leaders and instructors in recreation, sport and fitness",6.08,/marketreport/summary-occupation/21211/ca,/21211/ca
Master's degree,"Parks, recreation, leisure and fitness studies",Post-secondary teaching and research assistants,5.52,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,"Parks, recreation, leisure and fitness studies",College and other vocational instructors,4.42,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,"Parks, recreation, leisure and fitness studies","Recreation, sports and fitness policy researchers, consultants and program officers",4.42,/marketreport/summary-occupation/5002/ca,/5002/ca
Master's degree,"Parks, recreation, leisure and fitness studies","Health policy researchers, consultants and program officers",3.31,/marketreport/summary-occupation/23040/ca,/23040/ca
Master's degree,"Parks, recreation, leisure and fitness studies",Human resources managers,2.21,/marketreport/summary-occupation/17400/ca,/17400/ca
Master's degree,"Parks, recreation, leisure and fitness studies",General practitioners and family physicians,2.21,/marketreport/summary-occupation/24433/ca,/24433/ca
Other trades certificate or diploma,Forestry,Heavy equipment operators (except crane),8.16,/marketreport/summary-occupation/15038/ca,/15038/ca
Other trades certificate or diploma,Forestry,Forestry technologists and technicians,6.12,/marketreport/summary-occupation/17904/ca,/17904/ca
Other trades certificate or diploma,Forestry,"Machine operators, mineral and metal processing",6.12,/marketreport/summary-occupation/9019/ca,/9019/ca
Other trades certificate or diploma,Forestry,Carpenters,4.08,/marketreport/summary-occupation/6388/ca,/6388/ca
Other trades certificate or diploma,Forestry,Public works maintenance equipment operators and related workers,4.08,/marketreport/summary-occupation/10572/ca,/10572/ca
Other trades certificate or diploma,Forestry,Chain saw and skidder operators,4.08,/marketreport/summary-occupation/9217/ca,/9217/ca
Other trades certificate or diploma,Forestry,Silviculture and forestry workers,4.08,/marketreport/summary-occupation/9250/ca,/9250/ca
College/CEGEP,Forestry,Forestry technologists and technicians,18.63,/marketreport/summary-occupation/17904/ca,/17904/ca
College/CEGEP,Forestry,Landscape and horticulture technicians and specialists,3.73,/marketreport/summary-occupation/22560/ca,/22560/ca
College/CEGEP,Forestry,Silviculture and forestry workers,3.11,/marketreport/summary-occupation/9250/ca,/9250/ca
College/CEGEP,Forestry,Managers in agriculture,2.48,/marketreport/summary-occupation/8796/ca,/8796/ca
College/CEGEP,Forestry,Biological technologists and technicians,2.48,/marketreport/summary-occupation/3126/ca,/3126/ca
College/CEGEP,Forestry,Retail salespersons,2.48,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Forestry,"Supervisors, logging and forestry",2.48,/marketreport/summary-occupation/8694/ca,/8694/ca
College/CEGEP,Forestry,Electricians (except industrial and power system),2.48,/marketreport/summary-occupation/20678/ca,/20678/ca
College/CEGEP,Forestry,Conservation and fishery officers,2.48,/marketreport/summary-occupation/3202/ca,/3202/ca
College/CEGEP,Forestry,Carpenters,1.86,/marketreport/summary-occupation/6388/ca,/6388/ca
Other trades certificate or diploma,Funeral service and mortuary science,,,,
College/CEGEP,Funeral service and mortuary science,Funeral directors and embalmers,56.04,/marketreport/summary-occupation/6296/ca,/6296/ca
College/CEGEP,Funeral service and mortuary science,"Food counter attendants, kitchen helpers and related support occupations",3.3,/marketreport/summary-occupation/17215/ca,/17215/ca
College/CEGEP,Funeral service and mortuary science,General office support workers,3.3,/marketreport/summary-occupation/12609/ca,/12609/ca
College/CEGEP,Funeral service and mortuary science,"Family, marriage and other related counsellors",3.3,/marketreport/summary-occupation/2265/ca,/2265/ca
College/CEGEP,Funeral service and mortuary science,"Other service support occupations, n.e.c.",2.2,/marketreport/summary-occupation/14478/ca,/14478/ca
College/CEGEP,Funeral service and mortuary science,Retail salespersons,2.2,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Retail salespersons,7.15,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Food and beverage servers,4.87,/marketreport/summary-occupation/6641/ca,/6641/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Retail and wholesale trade managers,3.57,/marketreport/summary-occupation/17600/ca,/17600/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Other customer and information services representatives,3.04,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities","Food counter attendants, kitchen helpers and related support occupations",2.66,/marketreport/summary-occupation/17215/ca,/17215/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Administrative assistants,2.28,/marketreport/summary-occupation/24789/ca,/24789/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Administrative officers,1.9,/marketreport/summary-occupation/12462/ca,/12462/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Cashiers,1.83,/marketreport/summary-occupation/24143/ca,/24143/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",Receptionists,1.75,/marketreport/summary-occupation/24391/ca,/24391/ca
College/CEGEP,"Liberal arts and sciences, general studies and humanities",General office support workers,1.67,/marketreport/summary-occupation/12609/ca,/12609/ca
Bachelor's degree,Liberal arts and sciences,Elementary school and kindergarten teachers,4.55,/marketreport/summary-occupation/2204/ca,/2204/ca
Bachelor's degree,Liberal arts and sciences,Retail salespersons,4.25,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Liberal arts and sciences,Other customer and information services representatives,2.6,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,Liberal arts and sciences,Retail and wholesale trade managers,2.6,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Liberal arts and sciences,"Professional occupations in advertising, marketing and public relations",2.48,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,Liberal arts and sciences,Administrative officers,2.48,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,Liberal arts and sciences,Social and community service workers,2.3,/marketreport/summary-occupation/5112/ca,/5112/ca
Bachelor's degree,Liberal arts and sciences,Food and beverage servers,2.07,/marketreport/summary-occupation/6641/ca,/6641/ca
Bachelor's degree,Liberal arts and sciences,General office support workers,2.07,/marketreport/summary-occupation/12609/ca,/12609/ca
Bachelor's degree,Liberal arts and sciences,Administrative assistants,1.77,/marketreport/summary-occupation/24789/ca,/24789/ca
Master's degree,Liberal arts and sciences,Elementary school and kindergarten teachers,10.96,/marketreport/summary-occupation/2204/ca,/2204/ca
Master's degree,Liberal arts and sciences,College and other vocational instructors,9.59,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,Liberal arts and sciences,Post-secondary teaching and research assistants,6.85,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Liberal arts and sciences,Lawyers and Quebec notaries,4.11,/marketreport/summary-occupation/15837/ca,/15837/ca
Master's degree,Liberal arts and sciences,"Professional occupations in advertising, marketing and public relations",2.74,/marketreport/summary-occupation/24813/ca,/24813/ca
Master's degree,Liberal arts and sciences,Business development officers and marketing researchers and consultants,2.74,/marketreport/summary-occupation/3916/ca,/3916/ca
Master's degree,Liberal arts and sciences,University professors and lecturers,0.0,/marketreport/summary-occupation/4707/ca,/4707/ca
Bachelor's degree,Geological and earth sciences/geosciences,Geoscientists and oceanographers,36.87,/marketreport/summary-occupation/25594/ca,/25594/ca
Bachelor's degree,Geological and earth sciences/geosciences,Post-secondary teaching and research assistants,4.75,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,Geological and earth sciences/geosciences,Geological and mineral technologists and technicians,3.63,/marketreport/summary-occupation/3029/ca,/3029/ca
Bachelor's degree,Geological and earth sciences/geosciences,Biologists and related scientists,3.35,/marketreport/summary-occupation/2616/ca,/2616/ca
Bachelor's degree,Geological and earth sciences/geosciences,Food and beverage servers,3.07,/marketreport/summary-occupation/6641/ca,/6641/ca
Bachelor's degree,Geological and earth sciences/geosciences,Retail salespersons,2.51,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Geological and earth sciences/geosciences,Retail and wholesale trade managers,1.4,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Geological and earth sciences/geosciences,Receptionists,1.12,/marketreport/summary-occupation/24391/ca,/24391/ca
Bachelor's degree,Geological and earth sciences/geosciences,Other customer and information services representatives,1.12,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,Geological and earth sciences/geosciences,Technical occupations in geomatics and meteorology,1.12,/marketreport/summary-occupation/3506/ca,/3506/ca
Master's degree,Geological and earth sciences/geosciences,Geoscientists and oceanographers,41.89,/marketreport/summary-occupation/25594/ca,/25594/ca
Master's degree,Geological and earth sciences/geosciences,Biologists and related scientists,5.41,/marketreport/summary-occupation/2616/ca,/2616/ca
Master's degree,Geological and earth sciences/geosciences,"Natural and applied science policy researchers, consultants and program officers",5.41,/marketreport/summary-occupation/3855/ca,/3855/ca
Master's degree,Geological and earth sciences/geosciences,Post-secondary teaching and research assistants,4.73,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Geological and earth sciences/geosciences,Geological engineers,4.05,/marketreport/summary-occupation/22455/ca,/22455/ca
Master's degree,Geological and earth sciences/geosciences,Civil engineers,3.38,/marketreport/summary-occupation/22376/ca,/22376/ca
Master's degree,Geological and earth sciences/geosciences,Architecture and science managers,2.7,/marketreport/summary-occupation/1403/ca,/1403/ca
Master's degree,Geological and earth sciences/geosciences,Administrative assistants,1.35,/marketreport/summary-occupation/24789/ca,/24789/ca
Master's degree,Geological and earth sciences/geosciences,Database analysts and data administrators,1.35,/marketreport/summary-occupation/17882/ca,/17882/ca
Other trades certificate or diploma,Precision Systems Maintenance and Repair Technologies,Storekeepers and partspersons,46.73,/marketreport/summary-occupation/19341/ca,/19341/ca
Other trades certificate or diploma,Precision Systems Maintenance and Repair Technologies,Retail and wholesale trade managers,12.15,/marketreport/summary-occupation/17600/ca,/17600/ca
Other trades certificate or diploma,Precision Systems Maintenance and Repair Technologies,"Other trades and related occupations, n.e.c.",6.54,/marketreport/summary-occupation/15004/ca,/15004/ca
Other trades certificate or diploma,Precision Systems Maintenance and Repair Technologies,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",4.67,/marketreport/summary-occupation/27060/ca,/27060/ca
Other trades certificate or diploma,Precision Systems Maintenance and Repair Technologies,Material handlers,4.67,/marketreport/summary-occupation/16666/ca,/16666/ca
Other trades certificate or diploma,Precision Systems Maintenance and Repair Technologies,Sales and account representatives - wholesale trade (non-technical),2.8,/marketreport/summary-occupation/23181/ca,/23181/ca
College/CEGEP,Precision Systems Maintenance and Repair Technologies,Storekeepers and partspersons,15.63,/marketreport/summary-occupation/19341/ca,/19341/ca
College/CEGEP,Precision Systems Maintenance and Repair Technologies,"Jewellers, jewellery and watch repairers and related occupations",9.38,/marketreport/summary-occupation/14910/ca,/14910/ca
College/CEGEP,Precision Systems Maintenance and Repair Technologies,Transport truck drivers,9.38,/marketreport/summary-occupation/10552/ca,/10552/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,"Nurse aides, orderlies and patient service associates",50.99,/marketreport/summary-occupation/15798/ca,/15798/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,"Home support workers, housekeepers and related occupations",11.39,/marketreport/summary-occupation/24584/ca,/24584/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,Light duty cleaners,4.95,/marketreport/summary-occupation/14309/ca,/14309/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,Elementary and secondary school teacher assistants,2.48,/marketreport/summary-occupation/16551/ca,/16551/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,Licensed practical nurses,1.98,/marketreport/summary-occupation/4383/ca,/4383/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,Social and community service workers,1.98,/marketreport/summary-occupation/5112/ca,/5112/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,Retail salespersons,1.49,/marketreport/summary-occupation/20599/ca,/20599/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,"Food counter attendants, kitchen helpers and related support occupations",1.49,/marketreport/summary-occupation/17215/ca,/17215/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,Food and beverage servers,1.49,/marketreport/summary-occupation/6641/ca,/6641/ca
Other trades certificate or diploma,Health Aides/Attendants/Orderlies,Home child care providers,0.99,/marketreport/summary-occupation/24770/ca,/24770/ca
College/CEGEP,Health Aides/Attendants/Orderlies,"Nurse aides, orderlies and patient service associates",47.8,/marketreport/summary-occupation/15798/ca,/15798/ca
College/CEGEP,Health Aides/Attendants/Orderlies,"Home support workers, housekeepers and related occupations",7.72,/marketreport/summary-occupation/24584/ca,/24584/ca
College/CEGEP,Health Aides/Attendants/Orderlies,Social and community service workers,3.03,/marketreport/summary-occupation/5112/ca,/5112/ca
College/CEGEP,Health Aides/Attendants/Orderlies,Licensed practical nurses,2.44,/marketreport/summary-occupation/4383/ca,/4383/ca
College/CEGEP,Health Aides/Attendants/Orderlies,Retail salespersons,2.15,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Health Aides/Attendants/Orderlies,Registered nurses and registered psychiatric nurses,1.96,/marketreport/summary-occupation/696/ca,/696/ca
College/CEGEP,Health Aides/Attendants/Orderlies,Financial auditors and accountants,1.66,/marketreport/summary-occupation/131/ca,/131/ca
College/CEGEP,Health Aides/Attendants/Orderlies,General office support workers,1.56,/marketreport/summary-occupation/12609/ca,/12609/ca
College/CEGEP,Health Aides/Attendants/Orderlies,Light duty cleaners,1.47,/marketreport/summary-occupation/14309/ca,/14309/ca
College/CEGEP,Health Aides/Attendants/Orderlies,"Food counter attendants, kitchen helpers and related support occupations",1.47,/marketreport/summary-occupation/17215/ca,/17215/ca
College/CEGEP,Health and Medical Administrative Services,Receptionists,14.75,/marketreport/summary-occupation/24391/ca,/24391/ca
College/CEGEP,Health and Medical Administrative Services,General office support workers,13.41,/marketreport/summary-occupation/12609/ca,/12609/ca
College/CEGEP,Health and Medical Administrative Services,Medical administrative assistants,11.11,/marketreport/summary-occupation/25791/ca,/25791/ca
College/CEGEP,Health and Medical Administrative Services,Administrative officers,6.32,/marketreport/summary-occupation/12462/ca,/12462/ca
College/CEGEP,Health and Medical Administrative Services,Health information management occupations,5.36,/marketreport/summary-occupation/25618/ca,/25618/ca
College/CEGEP,Health and Medical Administrative Services,"Court reporters, medical transcriptionists and related occupations",2.68,/marketreport/summary-occupation/1575/ca,/1575/ca
College/CEGEP,Health and Medical Administrative Services,Administrative assistants,2.59,/marketreport/summary-occupation/24789/ca,/24789/ca
College/CEGEP,Health and Medical Administrative Services,Cashiers,2.49,/marketreport/summary-occupation/24143/ca,/24143/ca
College/CEGEP,Health and Medical Administrative Services,Retail salespersons,2.3,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Health and Medical Administrative Services,Other customer and information services representatives,2.2,/marketreport/summary-occupation/15205/ca,/15205/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)","Heating, refrigeration and air conditioning mechanics",65.57,/marketreport/summary-occupation/7533/ca,/7533/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)","Contractors and supervisors, mechanic trades",6.83,/marketreport/summary-occupation/6897/ca,/6897/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)",Sheet metal workers,1.91,/marketreport/summary-occupation/4771/ca,/4771/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)","Senior managers - construction, transportation, production and utilities",1.64,/marketreport/summary-occupation/24275/ca,/24275/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)",Appliance servicers and repairers,1.64,/marketreport/summary-occupation/24751/ca,/24751/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)","Automotive service technicians, truck and bus mechanics and mechanical repairers",1.37,/marketreport/summary-occupation/14857/ca,/14857/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)",Oil and solid fuel heating mechanics,1.37,/marketreport/summary-occupation/7705/ca,/7705/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)",Electronic service technicians (household and business equipment),1.09,/marketreport/summary-occupation/3296/ca,/3296/ca
Other trades certificate or diploma,"Heating, air conditioning, ventilation and refrigeration maintenance technology/technician (HAC, HACR, HVAC, HVACR)",Retail salespersons,1.09,/marketreport/summary-occupation/20599/ca,/20599/ca
